Cycle	Pathway	k_number	Detail	Elos10_final_pure_reads	Elos12_final_pure_reads	Elos1_final_pure_reads	Elos2_final_pure_reads	Elos3_final_pure_reads	Elos7_final_pure_reads
		K00320	"mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]"	5.11051952933221	57.89696791373137	76.66319540152146	44.93360809825806	41.86826309525521	44.70799232654974
		K00577	mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	9.984117184554442	2.6380106051751007	3.947257054514641	14.027079055616776	0.0	6.434060787024034
		K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0.0937487612479261	0.17999338826495564	0.43060942279319636	0.6863818647789143	0.0	0.0
		K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0.0	0.0	0.19383581276562686	0.7156785208437368	0.0	0.0
		K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0.0	0.0	0.1968579581544866	0.7722198331666075	0.0	0.0
		K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0.0	0.0	0.12780415818476895	0.5723523696340993	0.0	0.0
		K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0.11877419411118488	0.0	0.27162087223808573	1.1002393787493774	0.0	0.0
		K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0.09020632164046902	0.0	0.2674524596949955	1.095977120327202	0.0	0.0
		K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	10.151864874329712	7.032916492570406	3.386749082338881	18.37529883440384	0.2045448641230372	0.297325485536216
		K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.0	0.13000089262881065	0.0	0.9104736554421139	0.0	0.0
		K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.1213944283662874	0.0	0.1943469108828605	0.8467168143869257	0.0	0.0
		K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0.0	0.0	0.2734430481343099	1.0109331283353324	0.0	0.0
		K22480	hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]	0.0	0.0	0.0	0.6090147661818006	0.0	0.0
		K22481	hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]	0.0	0.0	0.0	0.5652709585362113	0.0	0.0
		K22482	hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]	0.0	0.0	0.0	0.586045780109371	0.0	0.0
		K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	102.58150651388402	71.86573863913017	32.941877318640536	181.4755662996673	0.0	5.946999463714265
		K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	25.66820413857779	37.055578733725035	7.949755297200283	64.21074073009405	2.354533195154921	6.31590787820004
		K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	64.5649990560034	64.94596218701189	18.83071385087861	115.8866810405222	3.1874112757534583	6.751511565788152
		K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	71.56162468251517	61.59057539962741	13.128919921263188	111.87542377118156	40.74929709172722	28.097845889279313
		K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	0.08170739421861126	0.0	0.13219108369102425	0.6965828520536369	0.0	0.0
		K14126	"mvhA, vhuA, vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]"	11.425058656154334	20.112029798523107	6.902554142888799	40.95211153199748	0.0	1.610276233968842
		K14128	"mvhG, vhuG, vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]"	23.469786611642203	30.383418302681633	8.26920273129994	58.60558925790068	0.0	1.857453383107322
		K14127	"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]"	71.04319596505394	70.08207003317563	14.22036254339652	132.29272260153675	0.1688654458687429	2.9689675418897066
		K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438546677724	15.782736476687216	11.210913128057635	20.60298201287031	8.481584367795639	2.445800759244668
		K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724996592338	25.118561375318073	14.52351779910696	68.35421921051345	0.10568169936793427	2.703118560009611
	"Methanogenesis, methylamine -> methane"	K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid	0.0	0.0	0.15051654372053153	0.8334579450472059	0.0	0.0
		K16177	mtmC; monomethylamine corrinoid protein	0.28833116295869243	0.1754410960419522	0.31956780140987245	1.2452849180324037	0.0	0.0
		K16176	mtmB; methylamine-corrinoid protein Co-methyltransferase (non-essential)	5.095143584854221	7.7699687240247055	2.951447186251953	16.465777555389554	0.0	0.0
		K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.0	0.13000089262881065	0.0	0.9104736554421139	0.0	0.0
		K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.1213944283662874	0.0	0.1943469108828605	0.8467168143869257	0.0	0.0
		K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0.0	0.0	0.2734430481343099	1.0109331283353324	0.0	0.0
	"Methanogenesis, dimethylamine -> methane"	K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	0.0	0.0	0.15051654372053153	0.8334579450472059	0.0	0.0
		K16179	mtbC; dimethylamine corrinoid protein	0.0	0.1981529258668337	0.310082857364689	1.4413353936890427	0.0	0.0
		K16178	mtbB; dimethylamine corrinoid protein Co-methyltransferase (non-essential)	1.260935769728406	2.7116110511524663	0.41535981049095394	4.201543369069373	0.0	0.0
		K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.0	0.13000089262881065	0.0	0.9104736554421139	0.0	0.0
		K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.1213944283662874	0.0	0.1943469108828605	0.8467168143869257	0.0	0.0
		K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0.0	0.0	0.2734430481343099	1.0109331283353324	0.0	0.0
	"Methanogenesis, trimethylamine -> methane"	K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	0.0	0.0	0.15051654372053153	0.8334579450472059	0.0	0.0
		K14084	mttC; trimethylamine corrinoid protein	0.0	0.0	0.14811660473526056	0.7899126315005727	0.0	0.0
		K14083	mttB; trimethylamine methyltransferase (non-essential)	354.0420094840868	398.54741862241406	152.63171957509346	479.9529481230852	73.17727331471505	94.50641008702246
		K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.0	0.13000089262881065	0.0	0.9104736554421139	0.0	0.0
		K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.1213944283662874	0.0	0.1943469108828605	0.8467168143869257	0.0	0.0
		K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0.0	0.0	0.2734430481343099	1.0109331283353324	0.0	0.0
	"Methane oxidation, methane -> methanol"	K16157	mmoX; methane monooxygenase component A alpha chain [EC:1.14.13.25]
		K16158	mmoY; methane monooxygenase component A beta chain [EC:1.14.13.25]
		K16159	mmoZ; methane monooxygenase component A gamma chain [EC:1.14.13.25]
		K16160	mmoB; methane monooxygenase regulatory protein B
		K16161	mmoC; methane monooxygenase component C [EC:1.14.13.25]
		K16162	mmoD; methane monooxygenase component D
		K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]
		K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B
		K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C
	"Methane oxidation, methanol -> Formaldehyde"	K14028	"mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]"
		K14029	"mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]"
		K23995	xoxF; lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	0.0	0.0	0.45667357496733896	0.0	4.04346924524229	3.596439862530162
Fermentation	Mixed acid: lactate (Pyruvate to Lactate)	K00016	LDH; L-lactate dehydrogenase	36.86462905824918	48.258193620112166	30.434879944052067	50.76384383160937	36.46385590954607	45.017539913919656
	Mixed acid: formate	K00656	"E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]"	13.256901019347016	4.4831006899664665	14.13906275846569	10.713992591121539	14.475293073155273	17.47881025659565
	Mixed acid: formate to CO2 & H2	K00122	FDH; formate dehydrogenase [EC:1.17.1.9]	0.19330888003370533	0.0	0.0	0.0	1.4313424950089804	0.3442153847024692
		K00123	"fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]"	29.888754515983333	37.23183598876034	25.90580249623399	41.10535702344954	28.549246886119967	24.844912454502463
		K00124	"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit"	68.48667878070901	58.44378065280164	29.49402423422065	52.20829880147524	11.346604778551198	14.293202059452558
		K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724996592338	25.118561375318073	14.52351779910696	68.35421921051345	0.10568169936793427	2.703118560009611
		K00126	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	2.8474363775623135	1.2204940849029011	0.45907166214783734	1.8567191663393157	5.4965166265704495	6.628583565312204
		K00127	"fdoI, fdsG; formate dehydrogenase subunit gamma"	26.346953133182815	45.224566486677475	24.056480993848414	11.99690018796416	20.39785525298247	16.687412870675864
		K22515	fdwB; formate dehydrogenase beta subunit [EC:1.17.1.9]	5.482440556482732	5.319842882246139	10.373593674866234	0.2949166310528328	12.54164515711058	9.314631863849732
		K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438546677724	15.782736476687216	11.210913128057635	20.60298201287031	8.481584367795639	2.445800759244668
		K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724996592338	25.118561375318073	14.52351779910696	68.35421921051345	0.10568169936793427	2.703118560009611
	Mixed acid: acetate	K00156	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	1.9358846927545093	1.0492551047591063	0.1616310759655904	0.815676629074517	0.0	0.8704154761884513
		K00158	"E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]"	7.766362621579801	2.1342971269999578	7.962692005341568	5.521537174184495	14.176803954366562	13.76252902231245
		K01512	acyP; acylphosphatase [EC:3.6.1.7]	138.42428812718373	171.79788913118907	158.24070104950684	181.10897452242253	136.6277449774287	155.98377781688774
		K00467	lactate 2-monooxygenase [EC:1.13.12.4]	6.124512126788387	12.859230146888114	13.348675445430697	5.229675742843971	33.61051930703564	24.419854254681688
		K01067	lactate 2-monooxygenase [EC:1.13.12.4]
		K04020	eutD; phosphotransacetylase	0.41601708117326525	0.994737889838922	0.19392284758993836	0.42913619488469407	0.0	0.0
		K13788	pta; phosphate acetyltransferase	18.915444738860952	9.633215589124053	4.25085118795619	7.4087922435307645	7.51588677537305	14.25385198655891
		K00625	"E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]"	41.21721582102358	15.37766243036291	23.742768599129462	37.079124179048584	21.45394815449053	43.172273086058084
		K01512	acyP; acylphosphatase [EC:3.6.1.7]	138.42428812718373	171.79788913118907	158.24070104950684	181.10897452242253	136.6277449774287	155.98377781688774
	"Mixed acid: ethanol, acetate to acetylaldehyde"	K00128	aldehyde dehydrogenase (NAD+)	10.131924745266579	22.460557632099974	3.1002804394342043	8.25838990470524	8.959351109693731	12.690469601377206
		K14085	aldehyde dehydrogenase (NAD+)	0.0	0.0	0.0	0.0	0.1294493544342932	0.0
		K00149	aldehyde dehydrogenase (NAD+)
		K00129	aldehyde dehydrogenase (NAD(P)+)
		K00138	aldB; aldehyde dehydrogenase	20.83174061887704	15.32699715501603	14.463415623407924	6.892388386275355	81.32224198211112	66.99942748238534
	"Mixed acid: ethanol, Acetyl-CoA to acetylaldehyde (reversible)"	K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	0.0	0.9329303898565809	0.0	0.19296040535937892	0.0	0.0
		K04021	aldehyde dehydrogenase	9.367958120831931	0.48386647670865063	1.4195065038398225	4.224303131632093	3.32686159459038	4.847695557902944
		K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	4.794993555205195	2.4271437971518353	7.96190684011799	10.453192803914929	5.762638378332733	3.4659424136249575
		K04073	acetaldehyde dehydrogenase [EC:1.2.1.10]	0.33486301016606673	1.3206031544005306	1.9118569495557955	0.6502291152420456	8.017144050642324	5.478167615606806
		K18366	acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]	0.41597316663267697	0.11969964263175377	0.24649373327887147	0.0	0.0	1.2412651293400132
	"Mixed acid: ethanol, acetylaldehyde to ethanol"	K13951	alcohol dehydrogenase
		K13980	alcohol dehydrogenase
		K13952	alcohol dehydrogenase
		K13953	alcohol dehydrogenase	28.001881378161425	88.36014369966114	46.13012536120781	27.21623673131253	91.8529490884506	106.19892107972927
		K13954	alcohol dehydrogenase	2.569313881472384	1.6554792554156676	5.621838554949496	7.8011211948225725	2.794879568794328	2.726814310519039
		K00001	alcohol dehydrogenase
		K00121	alcohol dehydrogenase	9.064089993413095	3.906120398375425	12.741379773870788	5.120664929579515	26.08146031173206	35.70174686152926
		K04072	alcohol dehydrogenase	4.794993555205195	2.4271437971518353	7.96190684011799	10.453192803914929	5.762638378332733	3.4659424136249575
		K18857	alcohol dehydrogenase
		K14028	"mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]"
		K14029	"mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]"
		K00114	exaA; alcohol dehydrogenase (cytochrome c)	3.9680183479344384	0.0	0.6143640103768673	0.7834374321103071	12.484267557094247	4.91440860429927
		K00002	adh; alcohol dehydrogenase (NADP+)
		K04022	eutG; alcohol dehydrogenase
	"Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate, malate & fumarate)"	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	153.4486030234084	288.93258944602326	340.80434298519873	103.89142245240335	291.6268838724336	307.0022443154892
		K01596	pckA; phosphoenolpyruvate carboxykinase (GTP)	75.0094108891882	33.9350637550261	23.13596735944383	56.19451899082045	30.649887441738567	64.02681246560681
		K20370	PEPCK; phosphoenolpyruvate carboxykinase (diphosphate)	0.5362550933040605	0.0	4.792633710271564	3.1911788995040236	3.8047803064503447	5.8305073704731045
		K01610	pckA; phosphoenolpyruvate carboxykinase (ATP)	109.57047637215321	200.42659868571036	74.78541721519558	104.30580838985357	144.86157137547247	121.99428442581008
		K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]
		K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
		K00024	mdh; malate dehydrogenase	76.95201450665274	76.23153577486083	31.752911249963756	45.53309246533727	108.72542974929459	107.20280609454014
		K00051	malate dehydrogenase (NADP+)
		K00116	mqo; malate dehydrogenase (quinone)	8.546920159448716	3.198011480951935	45.72722634503159	6.560262158726347	31.72419662499989	34.7568751071962
		K01676	"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"	36.453870011402344	16.623189986551477	10.983755940214104	23.29211300670828	3.4622668306186406	15.60687558850744
		K01679	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"	69.91919158815193	89.8066531652543	74.1094788443255	63.69831211952315	121.7016553609029	114.27036039924629
		K01677	"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"	20.686368851349535	17.225813111379306	16.05023083664608	51.70055894340398	1.5775532422968412	1.4506523058350713
		K01678	"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"	16.264426390805998	16.05883258641829	14.991648490202289	41.75258458603305	1.0302669473992916	1.3318358607021203
		K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	2.6618154697676024	0.6054576229533544	0.8007796414187436	2.60838144850054	0.12984045360087645	0.3875624739334016
		K00245	frdB; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	8.30559219309971	3.295707918290189	4.936474497786925	4.24296694163933	3.8474414035412456	12.609934856688065
		K00246	frdC; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	15.475012753918444	6.649575436737744	9.180664743976125	8.05386587690533	8.569195050815047	24.954139220122638
		K00247	frdD; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	3.637321363852183	0.7644790338420748	6.541165182494854	1.8056069358581595	10.09540702937522	21.23264053664818
Anaplerotic Reaction	Glyoxylate shunt	K01637	aceA; isocitrate lyase	37.32030682484577	48.886470607352315	32.54106899005255	17.287993760318862	81.64529212856128	83.13936957829021
		K01638	aceB; malate synthase	16.312003404079377	5.789236323292436	3.634740925678775	6.76956613901733	46.32877367351331	33.5150175347232
		K19282	aceB; bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30]	0.0	6.110899471955889	8.009140824452333	2.975810119784131	4.187885406068628	3.2704658018926636
	Anaplerotic genes	K00029	maeB; malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	42.365150694910135	49.961437477695625	62.40940407837026	50.924940569380965	68.01947985433904	55.59785938786198
		K00027	"ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	28.59778412812857	41.57517772299852	32.18022631206652	51.07508257877232	52.566843373006535	38.10237975631426
		K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]
		K01958	pyruvate carboxylase	15.807150134931998	7.707951669706235	9.122218081743778	12.311497240693207	42.638180914591	31.723864462629553
		K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]	1.3770545979520177	1.1752027753601668	13.021815236826379	1.784770420173162	2.853544443781815	7.9590252098413385
		K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]	1.0821450368131964	1.580020393352109	9.929192010126819	7.2443425648984485	1.8128250917990385	8.318486131166258
		K01595	ppc; phosphoenolpyruvate carboxylase	153.4486030234084	288.93258944602326	340.80434298519873	103.89142245240335	291.6268838724336	307.0022443154892
		K01610	pckA; phosphoenolpyruvate carboxykinase (ATP)	109.57047637215321	200.42659868571036	74.78541721519558	104.30580838985357	144.86157137547247	121.99428442581008
		K01596	pckA; phosphoenolpyruvate carboxykinase (GTP)	75.0094108891882	33.9350637550261	23.13596735944383	56.19451899082045	30.649887441738567	64.02681246560681
		K20370	PEPCK; phosphoenolpyruvate carboxykinase (diphosphate)	0.5362550933040605	0.0	4.792633710271564	3.1911788995040236	3.8047803064503447	5.8305073704731045
Nitrogen metabolism	"Dissimilatory nitrate reduction, nitrate -> nitrite (narGHI or napAB)"	K00370	"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"	4.06145092449013	11.467530169368176	11.479384080377555	8.771561526970892	5.897312817632579	4.994218593555711
		K00371	"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"	10.239445106443002	32.67517896951884	19.53331821047396	13.005773269434648	7.0530309685574935	9.202043970855023
		K00374	"narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]"	6.00503530002779	13.50414740279326	7.787837191494941	5.925695300833002	1.2294548703663286	3.6124911218134885
		K02567	napA; nitrate reductase (cytochrome) [EC:1.9.6.1]	6.944200447957523	4.646335245928929	2.939912294323517	1.0503207952146452	0.5630777618179907	8.257342050220103
		K02568	"napB; nitrate reductase (cytochrome), electron transfer subunit"	5.58193333963961	9.469142815817074	8.427633888618502	1.648665162401219	0.643577144562725	9.203795627718248
	"Dissimilatory nitrate reduction, nitrite -> ammonia (nirBD or nrfAH)"	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	4.349395639491645	0.7822442784167637	1.6094424157543838	0.15979847907029263	11.989511467399778	3.396172360662367
		K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	5.080675207548394	20.809354939517668	5.115651423972763	2.6077510956187204	15.169641594097651	4.186866714064326
		K03385	nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]	42.04034996981089	26.692579139857674	9.668663448476522	30.80530241687912	6.030295473680403	12.986855077142403
		K15876	nrfH; cytochrome c nitrite reductase small subunit	33.261461496430556	20.716618873899083	9.108675833441861	23.498522728448272	3.8050417841788615	16.013001280608073
	"Assimilatory nitrate reduction, nitrate -> nitrite (narB or NR or nasAB)"	K00367	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	0.0	1.1706449685493705	2.11260925314703	0.513780516325963	5.111668342095395	1.152088614150892
		K10534	NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]
		K00372	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	2.250974449111679	1.1706449685493705	0.555496988461143	0.0	11.30625898852647	2.858279416541472
		K00360	nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
	"Assimilatory nitrate reduction, nitrite -> ammonia (NIT-6 or nirA)"	K17877	NIT-6; nitrite reductase (NAD(P)H) [EC:1.7.1.4]
		K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	2.727016851997087	10.464462494668144	29.76413588556907	8.02960131448431	20.430622658585	16.25597208350228
	"Denitrification, nitrite -> nitric oxide (nirK or nirS) "	K00368	nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]	3.2489967919739073	61.247598369144555	17.148762167448865	9.607414812969012	7.235135679928173	8.63050223159035
		K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]	3.059104463197972	7.998118250190784	1.057815699267945	1.0008421175208422	1.0853806419542025	1.4786373446273968
	"Denitrification, nitric oxide -> nitrous oxide (norBC) "	K04561	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	17.601439710649597	41.51148147669713	65.38176554772376	23.55934507566214	26.375745673193098	43.86865246749741
		K02305	norC; nitric oxide reductase subunit C	3.3051459235701213	9.867668289137368	2.095641166015828	0.8057197358944566	1.8744556158954166	3.026485870861923
	"Denitrification, nitrous oxide -> nitrogen (nosZ) "	K00376	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	2.7588812426479654	36.23369559825322	11.298103503970058	4.286818043392462	5.693597083742698	11.72550217597291
	"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH) "	K02588	nifH; nitrogenase iron protein NifH	13.91607291175776	4.522174301772754	17.06652351749834	5.104967801645863	7.727080325328004	27.483685765837297
		K02586	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	11.937140258682549	2.696142632393503	16.667165152047303	5.264884304234454	11.924086163961352	25.080023511832238
		K02591	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	12.516375976678411	3.1378445708379687	13.503530767733395	5.37170095299964	12.268215438064141	26.82430840767451
		K22896	vnfD; vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]
		K22897	vnfK; vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]
		K22898	vnfG; vanadium nitrogenase delta subunit [EC:1.18.6.2]
		K22899	vnfH; vanadium nitrogenase iron protein
	"Nitrification, ammonia -> hydroxylamine (amoABC) "	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]
		K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B
		K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C
	"Nitrification, hydroxylamine -> nitrite (hao) "	K10535	hao; hydroxylamine dehydrogenase [EC:1.7.2.6]	56.95433690189741	66.63563740133105	27.828825828568476	57.37670156185367	1.676360535742432	30.307427722535493
	"Nitrification, nitrite -> nitrate (nxrAB) "	K00370	"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"	4.06145092449013	11.467530169368176	11.479384080377555	8.771561526970892	5.897312817632579	4.994218593555711
		K00371	"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"	10.239445106443002	32.67517896951884	19.53331821047396	13.005773269434648	7.0530309685574935	9.202043970855023
	"Anammox, nitric oxide + ammonia -> hydrazine (hzs) "	K20932	hydrazine synthase subunit [EC:1.7.2.7]
		K20933	hydrazine synthase subunit [EC:1.7.2.7]
		K20934	hydrazine synthase subunit [EC:1.7.2.7]
	"Anammox, hydrazine -> nitrogen (hdh)"	K20935	hdh; hydrazine dehydrogenase [EC:1.7.2.8]
Sulfur metabolism	"Assimilatory sulfate reduction, sulfate -> sulfite"	K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	0.0	0.3839669615471499	0.0	0.3086288179969248	0.0	0.0
		K00958	"sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]"	101.33577688574321	104.21419482568558	45.74510366830614	125.14533903927287	68.5775716604962	58.18542981402233
		K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	17.24140488581831	26.241874636841356	23.202613813209176	17.508990115979422	40.574397544431186	59.162854343703124
		K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	83.08968928507348	66.55665196037397	80.23569531698887	54.16887329921157	105.94816752181549	119.08562956966996
		K00956	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	41.86729740353253	31.613312002477475	27.796584055672987	26.52725298442567	76.83129941898807	67.83573205778629
		K00860	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	39.54869163427884	28.314353234683388	14.902841488723398	41.81254321568119	13.055775182091393	25.819420189158457
		K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	0.0	0.3839669615471499	0.0	0.3086288179969248	0.0	0.0
	"Assimilatory sulfate reduction, sulfite -> sulfide (cysJI or sir) "	K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	1.346659880592828	8.741258586568401	0.9707419870561966	1.063598441023185	4.458025422411008	5.35656668774877
		K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	12.812556131858253	7.2613748356528856	9.14496750337499	6.796322607086054	25.669621715058	31.655579467120344
		K00392	sulfite reductase (ferredoxin) [EC:1.8.7.1]	2.610005094781513	3.52457434086934	2.660349031415812	1.0952636145120356	7.669738482949759	3.2063851778172863
	"Dissimilatory sulfate reduction, sulfate -> sulfite (reversible) (sat and aprAB) "	K00956	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	41.86729740353253	31.613312002477475	27.796584055672987	26.52725298442567	76.83129941898807	67.83573205778629
		K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	83.08968928507348	66.55665196037397	80.23569531698887	54.16887329921157	105.94816752181549	119.08562956966996
