OTU	Blank	Elos05	Elos06	Elos07	Elos08	Elos09	Elos01	Elos10	Elos11	Elos12	Elos13	Elos02	Elos03	Elos04	Classification
Otu1600	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1601	0	0	0	0	0	0	0	18	0	0	9	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1602	0	1	0	0	0	0	0	5	0	0	1	1	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;mle1-8
Otu1603	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9
Otu1604	0	0	0	0	0	0	0	5	0	1	0	0	0	0	Main genome;Bacteria;Planctomycetes;Pla3 lineage
Otu1605	0	0	0	0	0	0	0	8	0	0	2	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae
Otu1606	0	0	0	0	0	0	0	3	0	0	3	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter
Otu1607	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus
Otu549	0	0	0	0	0	0	0	3	0	198	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae
Otu41	0	80	303	300	0	11	387	110	0	23	51	70	447	1133	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu548	0	9	0	0	0	0	4	1	0	55	0	19	0	6	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Haloplanus
Otu40	0	403	0	3	0	51	97	183	0	432	651	763	2	8	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu1734	0	0	0	0	0	0	0	3	0	0	3	0	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
Otu1735	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu1736	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1737	0	0	0	0	0	0	0	5	0	0	3	0	0	0	Main genome;Bacteria;WPS-2
Otu1730	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu1731	0	0	0	0	0	0	2	7	0	0	3	5	0	1	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu1732	0	0	0	0	0	0	0	4	0	4	0	2	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B)
Otu1733	0	0	0	0	0	0	0	2	0	2	2	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
Otu2007	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2006	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales
Otu2005	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Halofilum
Otu2004	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Archaea;Euryarchaeota
Otu1738	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Main genome;Bacteria
Otu1739	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu2001	0	0	0	0	0	0	0	0	0	6	0	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu2000	0	1	0	1	0	0	0	0	0	7	0	0	0	5	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu941	0	0	0	0	0	0	0	52	0	2	0	1	0	0	Main genome;Bacteria
Otu764	0	0	0	0	0	0	0	67	0	1	81	0	0	0	Main genome;Bacteria;Dependentiae;Babeliae;Babeliales
Otu608	0	19	3	3	0	0	26	0	0	3	0	0	17	85	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu609	0	18	7	17	0	0	25	0	0	1	0	2	13	53	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu945	0	9	0	0	0	0	0	35	0	16	16	20	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu2285	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu944	0	0	0	0	0	0	0	12	0	0	11	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu1459	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu1458	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Methyloversatilis
Otu947	0	0	0	0	0	3	2	33	0	6	2	0	0	1	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu1451	0	0	0	0	0	2	0	0	0	0	0	2	0	0	Main genome;Bacteria;Planctomycetes;vadinHA49
Otu1450	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade
Otu1453	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage
Otu1452	2	0	0	0	0	3	0	1	0	0	0	0	0	0	Main genome;Bacteria;Actinobacteria;Actinobacteria (kingdom);Micrococcales;Micrococcaceae;Micrococcus
Otu1455	0	0	0	0	0	2	0	0	0	0	1	0	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu1454	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae
Otu1457	0	0	0	0	0	7	0	0	0	10	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1456	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Main genome;Bacteria
Otu299	0	14	0	0	0	8	1	206	0	21	127	11	0	0	Main genome;Bacteria;Acidobacteria;Subgroup 21
Otu2284	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu600	0	55	7	28	0	0	77	0	0	2	0	30	29	170	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halobaculum
Otu601	0	38	17	7	0	0	20	0	0	8	0	7	7	194	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
Otu498	0	5	0	0	0	2	0	93	0	31	87	6	0	0	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group
Otu541	0	36	0	0	0	6	1	10	0	82	4	44	0	0	Main genome;Bacteria;Acetothermia;Acetothermiia
Otu494	0	46	7	8	0	0	155	0	0	1	0	13	47	108	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrospira
Otu540	0	3	0	0	0	18	4	9	0	101	0	2	0	1	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
Otu462	0	0	13	44	0	0	2	7	0	0	2	0	77	10	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae
Otu463	0	0	7	12	0	0	1	0	0	0	0	0	67	1	No hits
Otu460	0	0	51	47	0	0	11	42	0	0	18	0	135	5	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01
Otu461	0	0	17	8	0	0	31	5	0	1	2	3	59	2	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae
Otu466	0	4	0	7	0	0	4	0	0	0	0	3	0	63	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae
Otu467	0	40	25	23	2	0	41	0	0	24	0	6	32	147	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halomicroarcula
Otu464	0	0	20	21	0	0	0	22	0	0	18	0	77	3	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae
Otu465	0	9	80	60	0	17	13	2	0	28	0	0	16	274	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Longimonas
Otu468	0	19	2	0	0	0	8	2	0	1	0	6	0	57	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu469	0	14	2	7	0	0	4	0	0	13	0	2	4	119	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae;Candidatus Haloredivivus
Otu1149	0	1	0	0	0	0	0	6	0	0	29	0	0	0	Main genome;Bacteria;Latescibacteria;Latescibacteria (kingdom);Latescibacterales;Latescibacteraceae
Otu1148	0	4	0	0	0	0	6	14	0	5	32	20	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128
Otu1143	0	0	0	0	0	0	0	0	0	5	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu1142	0	0	0	0	0	0	0	0	0	7	0	0	0	0	Main genome;Archaea;Euryarchaeota;Thermoplasmata
Otu1141	0	3	0	0	0	0	0	0	0	3	5	0	0	0	Main genome;Bacteria
Otu1140	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae
Otu1147	0	7	0	0	0	19	10	68	0	10	111	9	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1146	0	7	0	0	0	0	0	0	0	0	36	5	0	1	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1145	0	0	0	0	0	0	0	0	0	0	36	1	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu1144	0	0	0	0	0	3	0	0	0	9	0	1	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu2483	0	1	0	0	0	0	0	1	0	1	0	0	0	0	Main genome;Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae
Otu2482	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Main genome;Bacteria;Planctomycetes;OM190
Otu2481	0	1	0	0	0	0	1	2	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2480	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Main genome;Bacteria
Otu2487	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloadaptaceae;Haladaptatus
Otu2486	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Unknown Halobacteroides family 2
Otu2485	0	1	0	0	0	0	0	1	0	0	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae
Otu2484	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Main genome;Archaea;Euryarchaeota;Thermoplasmata;Marine Benthic Group D and DHVEG-1
Otu602	0	12	0	0	0	0	0	0	0	0	0	0	0	27	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu603	0	32	1	11	0	0	43	0	0	0	0	18	5	66	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu2489	0	0	1	0	0	0	0	1	0	0	0	0	2	0	Main genome;Bacteria
Otu2488	0	0	2	1	0	0	0	0	0	0	1	0	2	0	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion);Rickettsiales (Mitochondrion)
Otu606	0	27	19	50	1	2	67	0	0	30	0	7	23	176	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halorientalis
Otu607	0	85	17	25	0	0	68	3	0	47	0	26	6	102	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubellus
Otu604	0	32	0	2	0	0	29	1	0	0	0	12	8	84	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halonatronum
Otu605	0	14	0	1	0	0	26	0	0	34	0	3	2	68	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Thiohalorhabdus
Otu298	0	17	0	0	0	3	0	144	0	155	17	22	0	0	Main genome;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;B122
Otu491	0	6	0	1	0	1	55	21	0	1	18	2	0	3	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae
Otu268	0	83	0	0	0	29	13	4	0	87	19	94	0	0	Main genome;Bacteria;Acetothermia;Acetothermiia
Otu269	0	84	0	0	0	0	3	123	0	194	245	219	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu1487	0	0	0	0	0	0	3	2	0	0	3	0	0	0	Main genome;Bacteria;Bacteroidetes;Ignavibacteria;OPB56
Otu264	0	0	0	0	0	36	0	13	0	1	134	8	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu265	0	91	0	1	0	68	34	29	0	170	31	273	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu266	0	19	4	0	0	0	16	43	0	12	13	136	3	1	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloadaptaceae;Haladaptatus
Otu267	0	97	0	0	0	123	2	142	0	201	154	271	0	1	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu260	0	1	0	0	0	0	0	115	0	0	210	1	0	0	Main genome;Archaea;Altiarchaeota;Altiarchaeia
Otu261	0	7	0	0	0	0	42	39	0	0	178	51	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu262	0	0	0	0	0	0	0	22	0	0	95	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu263	0	77	0	0	1	26	16	161	0	3	268	128	0	0	Main genome;Bacteria;Patescibacteria;WWE3
Otu116	0	71	81	71	0	0	130	1	0	34	0	12	22	1031	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
Otu117	0	134	11	8	0	8	178	6	0	27	0	230	79	641	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiohalospira;Thiohalospira halophila
Otu114	0	5	353	224	0	0	2	0	0	0	1	0	496	32	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Bernardetiaceae
Otu115	0	3	127	77	0	3	55	51	0	1	4	25	381	21	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus
Otu112	0	13	0	0	0	0	26	322	0	3	499	65	0	0	Main genome;Archaea;Euryarchaeota;Thermoplasmata
Otu113	0	147	3	5	0	0	16	58	0	20	569	71	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
Otu110	0	26	12	94	0	29	203	613	0	100	144	44	7	26	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu111	0	15	107	458	0	33	148	477	0	53	427	16	241	91	Main genome;Bacteria
Otu1855	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1
Otu1854	0	0	0	0	0	0	0	2	0	0	2	0	0	0	Main genome;Archaea;Euryarchaeota;Thermoplasmata
Otu1857	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae
Otu1856	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage
Otu1851	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia
Otu1850	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
Otu1853	0	0	0	0	0	0	0	4	0	0	7	0	0	0	Main genome;Bacteria;Dependentiae;Babeliae;Babeliales
Otu1852	0	0	2	7	0	0	2	3	0	5	15	2	0	2	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu286	0	8	0	21	0	6	42	254	0	3	133	5	2	4	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea
Otu287	0	0	21	6	0	0	0	221	0	0	163	0	102	2	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia
Otu284	0	0	0	0	0	172	0	69	0	0	2	0	0	0	Main genome;Bacteria
Otu285	0	11	0	1	4	115	32	0	0	31	0	1	1	78	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Fodinicurvataceae;Rhodovibrio
Otu282	0	51	0	0	0	90	0	0	0	16	0	53	0	3	Main genome;Bacteria;Patescibacteria;ABY1
Otu283	0	0	0	0	0	215	1	0	0	0	0	0	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-012
Otu2399	0	0	0	0	0	0	1	0	0	0	0	1	2	7	Main genome;Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum
Otu2398	0	1	0	0	0	0	1	0	0	0	0	0	0	6	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu2397	0	0	0	0	0	0	10	0	0	4	0	2	0	16	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu2396	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae
Otu2395	0	2	0	0	0	0	2	0	0	0	0	0	1	5	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2394	0	7	1	4	0	0	12	0	0	0	0	0	4	21	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu2393	0	4	0	0	0	0	2	0	0	1	0	1	1	9	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu2392	0	1	0	0	0	0	1	0	0	0	0	0	1	8	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Orenia
Otu2391	0	0	1	0	0	0	0	0	0	0	0	0	0	3	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
Otu2390	0	0	0	0	0	0	0	0	0	1	0	0	1	2	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halomarina
Otu2551	0	0	0	0	0	0	2	0	0	0	0	2	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2550	0	0	0	0	0	1	0	0	0	1	0	0	0	0	Main genome;Bacteria;Patescibacteria;WWE3
Otu2553	0	0	0	0	0	0	1	1	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halocella;Unknown Halocella family 1
Otu2552	0	0	0	0	0	0	1	1	0	0	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
Otu2555	0	0	0	0	0	0	1	2	0	0	0	3	4	4	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 3
Otu2554	0	0	0	0	0	0	1	1	0	0	0	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu2557	0	0	0	0	0	0	1	0	0	1	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales
Otu2556	0	0	0	0	0	0	2	0	0	0	0	0	2	1	Main genome;Bacteria
Otu2559	0	0	0	0	0	0	1	0	0	0	0	0	0	3	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu2558	0	0	0	0	0	0	1	0	0	0	0	1	0	0	Main genome;Bacteria;BRC1
Otu838	0	23	0	0	0	0	8	0	0	0	0	10	1	16	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae
Otu1929	0	2	1	0	0	0	0	0	0	24	0	0	0	2	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halomicroarcula
Otu1928	0	4	0	1	0	3	1	11	0	22	3	22	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu1921	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu1920	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j
Otu1923	0	0	0	0	0	0	0	0	0	6	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu1922	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas
Otu1925	0	0	0	0	0	0	0	0	0	6	0	0	0	0	Main genome;Bacteria;CK-2C2-2
Otu1924	0	0	0	0	0	0	0	0	0	6	0	0	0	0	No hits
Otu1927	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;KCM-B-112
Otu1858	0	0	0	0	0	0	0	3	0	1	0	0	0	0	Main genome;Archaea;Asgardaeota;Odinarchaeia
Otu758	0	0	0	0	0	0	0	0	0	32	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae
Otu841	0	2	11	7	0	0	23	19	0	1	1	2	5	8	Main genome;Bacteria
Otu842	0	0	0	31	0	0	5	8	0	0	1	0	0	2	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
Otu843	0	0	14	25	0	0	0	0	0	0	0	0	41	9	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu844	0	12	0	49	0	1	4	22	0	8	13	24	10	4	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae
Otu845	0	10	23	64	0	10	56	49	0	5	42	16	3	29	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu846	0	1	0	19	0	14	7	21	0	0	22	1	0	1	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus
Otu847	0	0	12	32	0	0	22	4	0	0	0	0	1	9	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu848	0	24	14	20	0	6	17	0	0	25	0	3	7	52	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halapricum
Otu849	0	1	0	7	0	0	1	4	0	1	4	2	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu759	0	0	0	0	0	0	0	0	0	12	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae
Otu1635	0	0	0	0	0	0	4	9	0	8	2	0	0	0	Main genome;Bacteria
Otu1634	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales
Otu2162	0	0	0	0	0	0	0	3	0	0	9	1	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae
Otu1636	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Planctomycetes;vadinHA49
Otu1631	0	0	0	0	0	0	0	12	0	0	4	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2165	0	3	0	0	0	0	0	0	0	0	8	4	0	0	Main genome;Bacteria
Otu1633	0	0	0	0	0	0	0	12	0	0	0	0	0	0	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom);Chlamydiales;Simkaniaceae
Otu2167	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria;Atribacteria;JS1
Otu2168	0	1	0	0	0	0	0	1	0	0	13	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
Otu2169	0	0	0	0	0	0	0	1	0	0	4	3	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu119	0	15	75	133	1	9	140	540	0	4	130	7	298	32	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1639	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1638	0	0	0	0	0	0	0	12	0	0	3	1	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu97	0	2	226	187	0	0	27	542	0	3	314	2	666	29	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae
Otu2139	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
